O*NET-SOC Code,Element ID,Element Name,Scale ID,Data Value,Title
43-4071.00,2.B.5.a,Time Management,IM,3.00,File Clerks
43-4071.00,2.B.5.b,Management of Financial Resources,IM,1.88,File Clerks
43-4071.00,2.B.5.c,Management of Material Resources,IM,2.00,File Clerks
43-4071.00,2.B.5.d,Management of Personnel Resources,IM,2.25,File Clerks
43-4081.00,2.A.1.a,Reading Comprehension,IM,3.00,"Hotel, Motel, and Resort Desk Clerks"
43-4081.00,2.A.1.b,Active Listening,IM,3.38,"Hotel, Motel, and Resort Desk Clerks"
43-4081.00,2.A.1.c,Writing,IM,2.88,"Hotel, Motel, and Resort Desk Clerks"
43-4081.00,2.A.1.d,Speaking,IM,3.75,"Hotel, Motel, and Resort Desk Clerks"
43-4081.00,2.A.1.e,Mathematics,IM,2.62,"Hotel, Motel, and Resort Desk Clerks"
43-4081.00,2.A.1.f,Science,IM,1.00,"Hotel, Motel, and Resort Desk Clerks"
43-4081.00,2.A.2.a,Critical Thinking,IM,2.88,"Hotel, Motel, and Resort Desk Clerks"
43-4081.00,2.A.2.b,Active Learning,IM,2.75,"Hotel, Motel, and Resort Desk Clerks"
43-4081.00,2.A.2.c,Learning Strategies,IM,2.62,"Hotel, Motel, and Resort Desk Clerks"
43-4081.00,2.A.2.d,Monitoring,IM,3.00,"Hotel, Motel, and Resort Desk Clerks"
43-4081.00,2.B.1.a,Social Perceptiveness,IM,3.75,"Hotel, Motel, and Resort Desk Clerks"
43-4081.00,2.B.1.b,Coordination,IM,3.12,"Hotel, Motel, and Resort Desk Clerks"
43-4081.00,2.B.1.c,Persuasion,IM,2.88,"Hotel, Motel, and Resort Desk Clerks"
43-4081.00,2.B.1.d,Negotiation,IM,2.88,"Hotel, Motel, and Resort Desk Clerks"
43-4081.00,2.B.1.e,Instructing,IM,2.88,"Hotel, Motel, and Resort Desk Clerks"
43-4081.00,2.B.1.f,Service Orientation,IM,3.62,"Hotel, Motel, and Resort Desk Clerks"
43-4081.00,2.B.2.i,Complex Problem Solving,IM,3.00,"Hotel, Motel, and Resort Desk Clerks"
43-4081.00,2.B.3.a,Operations Analysis,IM,1.00,"Hotel, Motel, and Resort Desk Clerks"
43-4081.00,2.B.3.b,Technology Design,IM,1.88,"Hotel, Motel, and Resort Desk Clerks"
43-4081.00,2.B.3.c,Equipment Selection,IM,1.00,"Hotel, Motel, and Resort Desk Clerks"
43-4081.00,2.B.3.d,Installation,IM,1.00,"Hotel, Motel, and Resort Desk Clerks"
43-4081.00,2.B.3.e,Programming,IM,1.75,"Hotel, Motel, and Resort Desk Clerks"
43-4081.00,2.B.3.g,Operations Monitoring,IM,2.12,"Hotel, Motel, and Resort Desk Clerks"
43-4081.00,2.B.3.h,Operation and Control,IM,1.12,"Hotel, Motel, and Resort Desk Clerks"
43-4081.00,2.B.3.j,Equipment Maintenance,IM,1.00,"Hotel, Motel, and Resort Desk Clerks"
43-4081.00,2.B.3.k,Troubleshooting,IM,1.38,"Hotel, Motel, and Resort Desk Clerks"
43-4081.00,2.B.3.l,Repairing,IM,1.00,"Hotel, Motel, and Resort Desk Clerks"
43-4081.00,2.B.3.m,Quality Control Analysis,IM,2.00,"Hotel, Motel, and Resort Desk Clerks"
43-4081.00,2.B.4.e,Judgment and Decision Making,IM,3.00,"Hotel, Motel, and Resort Desk Clerks"
43-4081.00,2.B.4.g,Systems Analysis,IM,2.25,"Hotel, Motel, and Resort Desk Clerks"
43-4081.00,2.B.4.h,Systems Evaluation,IM,2.25,"Hotel, Motel, and Resort Desk Clerks"
43-4081.00,2.B.5.a,Time Management,IM,3.00,"Hotel, Motel, and Resort Desk Clerks"
43-4081.00,2.B.5.b,Management of Financial Resources,IM,1.62,"Hotel, Motel, and Resort Desk Clerks"
43-4081.00,2.B.5.c,Management of Material Resources,IM,1.38,"Hotel, Motel, and Resort Desk Clerks"
43-4081.00,2.B.5.d,Management of Personnel Resources,IM,3.00,"Hotel, Motel, and Resort Desk Clerks"
43-4111.00,2.A.1.a,Reading Comprehension,IM,3.50,"Interviewers, Except Eligibility and Loan"
43-4111.00,2.A.1.b,Active Listening,IM,4.00,"Interviewers, Except Eligibility and Loan"
43-4111.00,2.A.1.c,Writing,IM,3.25,"Interviewers, Except Eligibility and Loan"
43-4111.00,2.A.1.d,Speaking,IM,3.88,"Interviewers, Except Eligibility and Loan"
43-4111.00,2.A.1.e,Mathematics,IM,2.25,"Interviewers, Except Eligibility and Loan"
43-4111.00,2.A.1.f,Science,IM,1.00,"Interviewers, Except Eligibility and Loan"
43-4111.00,2.A.2.a,Critical Thinking,IM,3.25,"Interviewers, Except Eligibility and Loan"
43-4111.00,2.A.2.b,Active Learning,IM,2.88,"Interviewers, Except Eligibility and Loan"
43-4111.00,2.A.2.c,Learning Strategies,IM,2.88,"Interviewers, Except Eligibility and Loan"
43-4111.00,2.A.2.d,Monitoring,IM,3.00,"Interviewers, Except Eligibility and Loan"
43-4111.00,2.B.1.a,Social Perceptiveness,IM,3.38,"Interviewers, Except Eligibility and Loan"
43-4111.00,2.B.1.b,Coordination,IM,3.00,"Interviewers, Except Eligibility and Loan"
43-4111.00,2.B.1.c,Persuasion,IM,3.00,"Interviewers, Except Eligibility and Loan"
43-4111.00,2.B.1.d,Negotiation,IM,3.00,"Interviewers, Except Eligibility and Loan"
43-4111.00,2.B.1.e,Instructing,IM,2.88,"Interviewers, Except Eligibility and Loan"
43-4111.00,2.B.1.f,Service Orientation,IM,3.25,"Interviewers, Except Eligibility and Loan"
43-4111.00,2.B.2.i,Complex Problem Solving,IM,3.12,"Interviewers, Except Eligibility and Loan"
43-4111.00,2.B.3.a,Operations Analysis,IM,1.88,"Interviewers, Except Eligibility and Loan"
43-4111.00,2.B.3.b,Technology Design,IM,1.25,"Interviewers, Except Eligibility and Loan"
43-4111.00,2.B.3.c,Equipment Selection,IM,1.00,"Interviewers, Except Eligibility and Loan"
43-4111.00,2.B.3.d,Installation,IM,1.00,"Interviewers, Except Eligibility and Loan"
43-4111.00,2.B.3.e,Programming,IM,1.88,"Interviewers, Except Eligibility and Loan"
43-4111.00,2.B.3.g,Operations Monitoring,IM,2.00,"Interviewers, Except Eligibility and Loan"
43-4111.00,2.B.3.h,Operation and Control,IM,1.00,"Interviewers, Except Eligibility and Loan"
43-4111.00,2.B.3.j,Equipment Maintenance,IM,1.00,"Interviewers, Except Eligibility and Loan"
43-4111.00,2.B.3.k,Troubleshooting,IM,1.00,"Interviewers, Except Eligibility and Loan"
43-4111.00,2.B.3.l,Repairing,IM,1.00,"Interviewers, Except Eligibility and Loan"
43-4111.00,2.B.3.m,Quality Control Analysis,IM,1.12,"Interviewers, Except Eligibility and Loan"
43-4111.00,2.B.4.e,Judgment and Decision Making,IM,2.62,"Interviewers, Except Eligibility and Loan"
43-4111.00,2.B.4.g,Systems Analysis,IM,2.25,"Interviewers, Except Eligibility and Loan"
43-4111.00,2.B.4.h,Systems Evaluation,IM,2.12,"Interviewers, Except Eligibility and Loan"
43-4111.00,2.B.5.a,Time Management,IM,3.25,"Interviewers, Except Eligibility and Loan"
43-4111.00,2.B.5.b,Management of Financial Resources,IM,1.50,"Interviewers, Except Eligibility and Loan"
43-4111.00,2.B.5.c,Management of Material Resources,IM,1.50,"Interviewers, Except Eligibility and Loan"
43-4111.00,2.B.5.d,Management of Personnel Resources,IM,2.88,"Interviewers, Except Eligibility and Loan"
43-4121.00,2.A.1.a,Reading Comprehension,IM,3.25,"Library Assistants, Clerical"
43-4121.00,2.A.1.b,Active Listening,IM,3.25,"Library Assistants, Clerical"
43-4121.00,2.A.1.c,Writing,IM,3.00,"Library Assistants, Clerical"
43-4121.00,2.A.1.d,Speaking,IM,3.00,"Library Assistants, Clerical"
43-4121.00,2.A.1.e,Mathematics,IM,2.12,"Library Assistants, Clerical"
43-4121.00,2.A.1.f,Science,IM,1.00,"Library Assistants, Clerical"
43-4121.00,2.A.2.a,Critical Thinking,IM,3.00,"Library Assistants, Clerical"
43-4121.00,2.A.2.b,Active Learning,IM,2.25,"Library Assistants, Clerical"
43-4121.00,2.A.2.c,Learning Strategies,IM,2.50,"Library Assistants, Clerical"
43-4121.00,2.A.2.d,Monitoring,IM,2.88,"Library Assistants, Clerical"
43-4121.00,2.B.1.a,Social Perceptiveness,IM,2.88,"Library Assistants, Clerical"
43-4121.00,2.B.1.b,Coordination,IM,3.00,"Library Assistants, Clerical"
43-4121.00,2.B.1.c,Persuasion,IM,2.12,"Library Assistants, Clerical"
43-4121.00,2.B.1.d,Negotiation,IM,2.00,"Library Assistants, Clerical"
43-4121.00,2.B.1.e,Instructing,IM,2.75,"Library Assistants, Clerical"
43-4121.00,2.B.1.f,Service Orientation,IM,3.38,"Library Assistants, Clerical"
43-4121.00,2.B.2.i,Complex Problem Solving,IM,2.88,"Library Assistants, Clerical"
43-4121.00,2.B.3.a,Operations Analysis,IM,1.12,"Library Assistants, Clerical"
43-4121.00,2.B.3.b,Technology Design,IM,1.38,"Library Assistants, Clerical"
43-4121.00,2.B.3.c,Equipment Selection,IM,1.00,"Library Assistants, Clerical"
43-4121.00,2.B.3.d,Installation,IM,1.00,"Library Assistants, Clerical"
43-4121.00,2.B.3.e,Programming,IM,1.50,"Library Assistants, Clerical"
43-4121.00,2.B.3.g,Operations Monitoring,IM,1.75,"Library Assistants, Clerical"
43-4121.00,2.B.3.h,Operation and Control,IM,1.00,"Library Assistants, Clerical"
43-4121.00,2.B.3.j,Equipment Maintenance,IM,1.25,"Library Assistants, Clerical"
43-4121.00,2.B.3.k,Troubleshooting,IM,1.25,"Library Assistants, Clerical"
43-4121.00,2.B.3.l,Repairing,IM,1.25,"Library Assistants, Clerical"
43-4121.00,2.B.3.m,Quality Control Analysis,IM,2.00,"Library Assistants, Clerical"
43-4121.00,2.B.4.e,Judgment and Decision Making,IM,2.75,"Library Assistants, Clerical"
43-4121.00,2.B.4.g,Systems Analysis,IM,2.00,"Library Assistants, Clerical"
43-4121.00,2.B.4.h,Systems Evaluation,IM,2.00,"Library Assistants, Clerical"
43-4121.00,2.B.5.a,Time Management,IM,2.88,"Library Assistants, Clerical"
43-4121.00,2.B.5.b,Management of Financial Resources,IM,1.88,"Library Assistants, Clerical"
43-4121.00,2.B.5.c,Management of Material Resources,IM,2.00,"Library Assistants, Clerical"
43-4121.00,2.B.5.d,Management of Personnel Resources,IM,2.25,"Library Assistants, Clerical"
43-4131.00,2.A.1.a,Reading Comprehension,IM,3.88,Loan Interviewers and Clerks
43-4131.00,2.A.1.b,Active Listening,IM,4.12,Loan Interviewers and Clerks
43-4131.00,2.A.1.c,Writing,IM,3.62,Loan Interviewers and Clerks
43-4131.00,2.A.1.d,Speaking,IM,4.00,Loan Interviewers and Clerks
43-4131.00,2.A.1.e,Mathematics,IM,3.12,Loan Interviewers and Clerks
43-4131.00,2.A.1.f,Science,IM,1.12,Loan Interviewers and Clerks
43-4131.00,2.A.2.a,Critical Thinking,IM,3.75,Loan Interviewers and Clerks
43-4131.00,2.A.2.b,Active Learning,IM,3.38,Loan Interviewers and Clerks
43-4131.00,2.A.2.c,Learning Strategies,IM,2.62,Loan Interviewers and Clerks
43-4131.00,2.A.2.d,Monitoring,IM,3.00,Loan Interviewers and Clerks
43-4131.00,2.B.1.a,Social Perceptiveness,IM,3.38,Loan Interviewers and Clerks
43-4131.00,2.B.1.b,Coordination,IM,3.00,Loan Interviewers and Clerks
43-4131.00,2.B.1.c,Persuasion,IM,3.00,Loan Interviewers and Clerks
43-4131.00,2.B.1.d,Negotiation,IM,2.88,Loan Interviewers and Clerks
43-4131.00,2.B.1.e,Instructing,IM,3.00,Loan Interviewers and Clerks
43-4131.00,2.B.1.f,Service Orientation,IM,3.00,Loan Interviewers and Clerks
43-4131.00,2.B.2.i,Complex Problem Solving,IM,3.50,Loan Interviewers and Clerks
43-4131.00,2.B.3.a,Operations Analysis,IM,2.00,Loan Interviewers and Clerks
43-4131.00,2.B.3.b,Technology Design,IM,1.75,Loan Interviewers and Clerks
43-4131.00,2.B.3.c,Equipment Selection,IM,1.00,Loan Interviewers and Clerks
43-4131.00,2.B.3.d,Installation,IM,1.00,Loan Interviewers and Clerks
43-4131.00,2.B.3.e,Programming,IM,1.75,Loan Interviewers and Clerks
43-4131.00,2.B.3.g,Operations Monitoring,IM,1.88,Loan Interviewers and Clerks
43-4131.00,2.B.3.h,Operation and Control,IM,1.00,Loan Interviewers and Clerks
43-4131.00,2.B.3.j,Equipment Maintenance,IM,1.00,Loan Interviewers and Clerks
43-4131.00,2.B.3.k,Troubleshooting,IM,1.50,Loan Interviewers and Clerks
43-4131.00,2.B.3.l,Repairing,IM,1.00,Loan Interviewers and Clerks
43-4131.00,2.B.3.m,Quality Control Analysis,IM,1.75,Loan Interviewers and Clerks
43-4131.00,2.B.4.e,Judgment and Decision Making,IM,3.38,Loan Interviewers and Clerks
43-4131.00,2.B.4.g,Systems Analysis,IM,2.50,Loan Interviewers and Clerks
43-4131.00,2.B.4.h,Systems Evaluation,IM,2.50,Loan Interviewers and Clerks
43-4131.00,2.B.5.a,Time Management,IM,3.25,Loan Interviewers and Clerks
43-4131.00,2.B.5.b,Management of Financial Resources,IM,2.12,Loan Interviewers and Clerks
43-4131.00,2.B.5.c,Management of Material Resources,IM,1.25,Loan Interviewers and Clerks
43-4131.00,2.B.5.d,Management of Personnel Resources,IM,2.00,Loan Interviewers and Clerks
43-4141.00,2.A.1.a,Reading Comprehension,IM,3.50,New Accounts Clerks
43-4141.00,2.A.1.b,Active Listening,IM,4.00,New Accounts Clerks
43-4141.00,2.A.1.c,Writing,IM,3.00,New Accounts Clerks
43-4141.00,2.A.1.d,Speaking,IM,4.00,New Accounts Clerks
43-4141.00,2.A.1.e,Mathematics,IM,2.88,New Accounts Clerks
43-4141.00,2.A.1.f,Science,IM,1.00,New Accounts Clerks
43-4141.00,2.A.2.a,Critical Thinking,IM,3.12,New Accounts Clerks
43-4141.00,2.A.2.b,Active Learning,IM,2.75,New Accounts Clerks
43-4141.00,2.A.2.c,Learning Strategies,IM,2.50,New Accounts Clerks
43-4141.00,2.A.2.d,Monitoring,IM,3.12,New Accounts Clerks
43-4141.00,2.B.1.a,Social Perceptiveness,IM,3.25,New Accounts Clerks
43-4141.00,2.B.1.b,Coordination,IM,3.12,New Accounts Clerks
43-4141.00,2.B.1.c,Persuasion,IM,3.00,New Accounts Clerks
43-4141.00,2.B.1.d,Negotiation,IM,2.38,New Accounts Clerks
43-4141.00,2.B.1.e,Instructing,IM,2.38,New Accounts Clerks
43-4141.00,2.B.1.f,Service Orientation,IM,3.38,New Accounts Clerks
43-4141.00,2.B.2.i,Complex Problem Solving,IM,2.75,New Accounts Clerks
43-4141.00,2.B.3.a,Operations Analysis,IM,1.38,New Accounts Clerks
43-4141.00,2.B.3.b,Technology Design,IM,1.25,New Accounts Clerks
43-4141.00,2.B.3.c,Equipment Selection,IM,1.00,New Accounts Clerks
43-4141.00,2.B.3.d,Installation,IM,1.00,New Accounts Clerks
43-4141.00,2.B.3.e,Programming,IM,1.62,New Accounts Clerks
43-4141.00,2.B.3.g,Operations Monitoring,IM,1.62,New Accounts Clerks
43-4141.00,2.B.3.h,Operation and Control,IM,1.25,New Accounts Clerks
43-4141.00,2.B.3.j,Equipment Maintenance,IM,1.00,New Accounts Clerks
43-4141.00,2.B.3.k,Troubleshooting,IM,1.00,New Accounts Clerks
43-4141.00,2.B.3.l,Repairing,IM,1.00,New Accounts Clerks
43-4141.00,2.B.3.m,Quality Control Analysis,IM,1.62,New Accounts Clerks
43-4141.00,2.B.4.e,Judgment and Decision Making,IM,3.00,New Accounts Clerks
43-4141.00,2.B.4.g,Systems Analysis,IM,2.38,New Accounts Clerks
43-4141.00,2.B.4.h,Systems Evaluation,IM,2.00,New Accounts Clerks
43-4141.00,2.B.5.a,Time Management,IM,2.88,New Accounts Clerks
43-4141.00,2.B.5.b,Management of Financial Resources,IM,1.38,New Accounts Clerks
43-4141.00,2.B.5.c,Management of Material Resources,IM,1.12,New Accounts Clerks
43-4141.00,2.B.5.d,Management of Personnel Resources,IM,2.12,New Accounts Clerks
43-4151.00,2.A.1.a,Reading Comprehension,IM,3.50,Order Clerks
43-4151.00,2.A.1.b,Active Listening,IM,4.00,Order Clerks
43-4151.00,2.A.1.c,Writing,IM,3.12,Order Clerks
43-4151.00,2.A.1.d,Speaking,IM,3.88,Order Clerks
43-4151.00,2.A.1.e,Mathematics,IM,3.00,Order Clerks
43-4151.00,2.A.1.f,Science,IM,1.00,Order Clerks
43-4151.00,2.A.2.a,Critical Thinking,IM,3.12,Order Clerks
43-4151.00,2.A.2.b,Active Learning,IM,3.00,Order Clerks
43-4151.00,2.A.2.c,Learning Strategies,IM,2.38,Order Clerks
43-4151.00,2.A.2.d,Monitoring,IM,3.12,Order Clerks
43-4151.00,2.B.1.a,Social Perceptiveness,IM,3.00,Order Clerks
43-4151.00,2.B.1.b,Coordination,IM,3.00,Order Clerks
43-4151.00,2.B.1.c,Persuasion,IM,3.00,Order Clerks
43-4151.00,2.B.1.d,Negotiation,IM,2.88,Order Clerks
43-4151.00,2.B.1.e,Instructing,IM,2.38,Order Clerks
43-4151.00,2.B.1.f,Service Orientation,IM,3.50,Order Clerks
43-4151.00,2.B.2.i,Complex Problem Solving,IM,2.88,Order Clerks
43-4151.00,2.B.3.a,Operations Analysis,IM,1.50,Order Clerks
43-4151.00,2.B.3.b,Technology Design,IM,1.25,Order Clerks
43-4151.00,2.B.3.c,Equipment Selection,IM,1.00,Order Clerks
43-4151.00,2.B.3.d,Installation,IM,1.00,Order Clerks
43-4151.00,2.B.3.e,Programming,IM,1.38,Order Clerks
43-4151.00,2.B.3.g,Operations Monitoring,IM,1.62,Order Clerks
43-4151.00,2.B.3.h,Operation and Control,IM,1.62,Order Clerks
43-4151.00,2.B.3.j,Equipment Maintenance,IM,1.00,Order Clerks
43-4151.00,2.B.3.k,Troubleshooting,IM,1.50,Order Clerks
43-4151.00,2.B.3.l,Repairing,IM,1.00,Order Clerks
43-4151.00,2.B.3.m,Quality Control Analysis,IM,2.25,Order Clerks
43-4151.00,2.B.4.e,Judgment and Decision Making,IM,3.12,Order Clerks
43-4151.00,2.B.4.g,Systems Analysis,IM,2.25,Order Clerks
43-4151.00,2.B.4.h,Systems Evaluation,IM,2.12,Order Clerks
43-4151.00,2.B.5.a,Time Management,IM,2.88,Order Clerks
43-4151.00,2.B.5.b,Management of Financial Resources,IM,1.62,Order Clerks
43-4151.00,2.B.5.c,Management of Material Resources,IM,1.75,Order Clerks
43-4151.00,2.B.5.d,Management of Personnel Resources,IM,2.12,Order Clerks
43-4161.00,2.A.1.a,Reading Comprehension,IM,4.00,"Human Resources Assistants, Except Payroll and Timekeeping"
43-4161.00,2.A.1.b,Active Listening,IM,4.00,"Human Resources Assistants, Except Payroll and Timekeeping"
43-4161.00,2.A.1.c,Writing,IM,3.50,"Human Resources Assistants, Except Payroll and Timekeeping"
43-4161.00,2.A.1.d,Speaking,IM,3.75,"Human Resources Assistants, Except Payroll and Timekeeping"
43-4161.00,2.A.1.e,Mathematics,IM,2.00,"Human Resources Assistants, Except Payroll and Timekeeping"
43-4161.00,2.A.1.f,Science,IM,1.12,"Human Resources Assistants, Except Payroll and Timekeeping"
43-4161.00,2.A.2.a,Critical Thinking,IM,3.38,"Human Resources Assistants, Except Payroll and Timekeeping"
43-4161.00,2.A.2.b,Active Learning,IM,3.00,"Human Resources Assistants, Except Payroll and Timekeeping"
43-4161.00,2.A.2.c,Learning Strategies,IM,2.50,"Human Resources Assistants, Except Payroll and Timekeeping"
43-4161.00,2.A.2.d,Monitoring,IM,3.38,"Human Resources Assistants, Except Payroll and Timekeeping"
43-4161.00,2.B.1.a,Social Perceptiveness,IM,3.38,"Human Resources Assistants, Except Payroll and Timekeeping"
43-4161.00,2.B.1.b,Coordination,IM,3.00,"Human Resources Assistants, Except Payroll and Timekeeping"
43-4161.00,2.B.1.c,Persuasion,IM,2.88,"Human Resources Assistants, Except Payroll and Timekeeping"
43-4161.00,2.B.1.d,Negotiation,IM,2.62,"Human Resources Assistants, Except Payroll and Timekeeping"
43-4161.00,2.B.1.e,Instructing,IM,2.50,"Human Resources Assistants, Except Payroll and Timekeeping"
43-4161.00,2.B.1.f,Service Orientation,IM,3.00,"Human Resources Assistants, Except Payroll and Timekeeping"
43-4161.00,2.B.2.i,Complex Problem Solving,IM,3.00,"Human Resources Assistants, Except Payroll and Timekeeping"
43-4161.00,2.B.3.a,Operations Analysis,IM,1.75,"Human Resources Assistants, Except Payroll and Timekeeping"
43-4161.00,2.B.3.b,Technology Design,IM,1.62,"Human Resources Assistants, Except Payroll and Timekeeping"
43-4161.00,2.B.3.c,Equipment Selection,IM,1.00,"Human Resources Assistants, Except Payroll and Timekeeping"
43-4161.00,2.B.3.d,Installation,IM,1.00,"Human Resources Assistants, Except Payroll and Timekeeping"
43-4161.00,2.B.3.e,Programming,IM,1.75,"Human Resources Assistants, Except Payroll and Timekeeping"
43-4161.00,2.B.3.g,Operations Monitoring,IM,1.75,"Human Resources Assistants, Except Payroll and Timekeeping"
43-4161.00,2.B.3.h,Operation and Control,IM,1.25,"Human Resources Assistants, Except Payroll and Timekeeping"
43-4161.00,2.B.3.j,Equipment Maintenance,IM,1.00,"Human Resources Assistants, Except Payroll and Timekeeping"
43-4161.00,2.B.3.k,Troubleshooting,IM,1.00,"Human Resources Assistants, Except Payroll and Timekeeping"
43-4161.00,2.B.3.l,Repairing,IM,1.00,"Human Resources Assistants, Except Payroll and Timekeeping"
43-4161.00,2.B.3.m,Quality Control Analysis,IM,1.25,"Human Resources Assistants, Except Payroll and Timekeeping"
43-4161.00,2.B.4.e,Judgment and Decision Making,IM,3.00,"Human Resources Assistants, Except Payroll and Timekeeping"
43-4161.00,2.B.4.g,Systems Analysis,IM,2.25,"Human Resources Assistants, Except Payroll and Timekeeping"
43-4161.00,2.B.4.h,Systems Evaluation,IM,2.25,"Human Resources Assistants, Except Payroll and Timekeeping"
43-4161.00,2.B.5.a,Time Management,IM,3.12,"Human Resources Assistants, Except Payroll and Timekeeping"
43-4161.00,2.B.5.b,Management of Financial Resources,IM,1.62,"Human Resources Assistants, Except Payroll and Timekeeping"
43-4161.00,2.B.5.c,Management of Material Resources,IM,1.62,"Human Resources Assistants, Except Payroll and Timekeeping"
43-4161.00,2.B.5.d,Management of Personnel Resources,IM,2.38,"Human Resources Assistants, Except Payroll and Timekeeping"
43-4171.00,2.A.1.a,Reading Comprehension,IM,3.12,Receptionists and Information Clerks
43-4171.00,2.A.1.b,Active Listening,IM,3.75,Receptionists and Information Clerks
43-4171.00,2.A.1.c,Writing,IM,3.00,Receptionists and Information Clerks
43-4171.00,2.A.1.d,Speaking,IM,3.88,Receptionists and Information Clerks
43-4171.00,2.A.1.e,Mathematics,IM,2.00,Receptionists and Information Clerks
43-4171.00,2.A.1.f,Science,IM,1.00,Receptionists and Information Clerks
43-4171.00,2.A.2.a,Critical Thinking,IM,3.12,Receptionists and Information Clerks
43-4171.00,2.A.2.b,Active Learning,IM,2.75,Receptionists and Information Clerks
43-4171.00,2.A.2.c,Learning Strategies,IM,2.12,Receptionists and Information Clerks
43-4171.00,2.A.2.d,Monitoring,IM,2.88,Receptionists and Information Clerks
43-4171.00,2.B.1.a,Social Perceptiveness,IM,3.12,Receptionists and Information Clerks
43-4171.00,2.B.1.b,Coordination,IM,3.00,Receptionists and Information Clerks
43-4171.00,2.B.1.c,Persuasion,IM,2.62,Receptionists and Information Clerks
43-4171.00,2.B.1.d,Negotiation,IM,2.25,Receptionists and Information Clerks
43-4171.00,2.B.1.e,Instructing,IM,2.62,Receptionists and Information Clerks
43-4171.00,2.B.1.f,Service Orientation,IM,3.62,Receptionists and Information Clerks
43-4171.00,2.B.2.i,Complex Problem Solving,IM,2.75,Receptionists and Information Clerks
43-4171.00,2.B.3.a,Operations Analysis,IM,1.12,Receptionists and Information Clerks
43-4171.00,2.B.3.b,Technology Design,IM,1.00,Receptionists and Information Clerks
43-4171.00,2.B.3.c,Equipment Selection,IM,1.00,Receptionists and Information Clerks
43-4171.00,2.B.3.d,Installation,IM,1.00,Receptionists and Information Clerks
43-4171.00,2.B.3.e,Programming,IM,1.38,Receptionists and Information Clerks
43-4171.00,2.B.3.g,Operations Monitoring,IM,1.62,Receptionists and Information Clerks
43-4171.00,2.B.3.h,Operation and Control,IM,1.00,Receptionists and Information Clerks
43-4171.00,2.B.3.j,Equipment Maintenance,IM,1.00,Receptionists and Information Clerks
43-4171.00,2.B.3.k,Troubleshooting,IM,1.38,Receptionists and Information Clerks
43-4171.00,2.B.3.l,Repairing,IM,1.00,Receptionists and Information Clerks
43-4171.00,2.B.3.m,Quality Control Analysis,IM,1.88,Receptionists and Information Clerks
43-4171.00,2.B.4.e,Judgment and Decision Making,IM,2.38,Receptionists and Information Clerks
43-4171.00,2.B.4.g,Systems Analysis,IM,2.00,Receptionists and Information Clerks
43-4171.00,2.B.4.h,Systems Evaluation,IM,2.00,Receptionists and Information Clerks
43-4171.00,2.B.5.a,Time Management,IM,2.88,Receptionists and Information Clerks
43-4171.00,2.B.5.b,Management of Financial Resources,IM,1.38,Receptionists and Information Clerks
43-4171.00,2.B.5.c,Management of Material Resources,IM,1.38,Receptionists and Information Clerks
43-4171.00,2.B.5.d,Management of Personnel Resources,IM,2.00,Receptionists and Information Clerks
43-4181.00,2.A.1.a,Reading Comprehension,IM,3.50,Reservation and Transportation Ticket Agents and Travel Clerks
43-4181.00,2.A.1.b,Active Listening,IM,4.00,Reservation and Transportation Ticket Agents and Travel Clerks
43-4181.00,2.A.1.c,Writing,IM,3.12,Reservation and Transportation Ticket Agents and Travel Clerks
43-4181.00,2.A.1.d,Speaking,IM,4.00,Reservation and Transportation Ticket Agents and Travel Clerks
43-4181.00,2.A.1.e,Mathematics,IM,2.62,Reservation and Transportation Ticket Agents and Travel Clerks
43-4181.00,2.A.1.f,Science,IM,1.00,Reservation and Transportation Ticket Agents and Travel Clerks
43-4181.00,2.A.2.a,Critical Thinking,IM,3.38,Reservation and Transportation Ticket Agents and Travel Clerks
43-4181.00,2.A.2.b,Active Learning,IM,3.00,Reservation and Transportation Ticket Agents and Travel Clerks
43-4181.00,2.A.2.c,Learning Strategies,IM,2.62,Reservation and Transportation Ticket Agents and Travel Clerks
43-4181.00,2.A.2.d,Monitoring,IM,3.00,Reservation and Transportation Ticket Agents and Travel Clerks
43-4181.00,2.B.1.a,Social Perceptiveness,IM,3.62,Reservation and Transportation Ticket Agents and Travel Clerks
43-4181.00,2.B.1.b,Coordination,IM,3.12,Reservation and Transportation Ticket Agents and Travel Clerks
43-4181.00,2.B.1.c,Persuasion,IM,3.25,Reservation and Transportation Ticket Agents and Travel Clerks
43-4181.00,2.B.1.d,Negotiation,IM,2.88,Reservation and Transportation Ticket Agents and Travel Clerks
43-4181.00,2.B.1.e,Instructing,IM,2.88,Reservation and Transportation Ticket Agents and Travel Clerks
43-4181.00,2.B.1.f,Service Orientation,IM,4.00,Reservation and Transportation Ticket Agents and Travel Clerks
43-4181.00,2.B.2.i,Complex Problem Solving,IM,3.00,Reservation and Transportation Ticket Agents and Travel Clerks
43-4181.00,2.B.3.a,Operations Analysis,IM,1.75,Reservation and Transportation Ticket Agents and Travel Clerks
43-4181.00,2.B.3.b,Technology Design,IM,1.50,Reservation and Transportation Ticket Agents and Travel Clerks
43-4181.00,2.B.3.c,Equipment Selection,IM,1.00,Reservation and Transportation Ticket Agents and Travel Clerks
43-4181.00,2.B.3.d,Installation,IM,1.00,Reservation and Transportation Ticket Agents and Travel Clerks
43-4181.00,2.B.3.e,Programming,IM,1.88,Reservation and Transportation Ticket Agents and Travel Clerks
